fecha,guia,transportadora,producto,ciudad,recaudo,estado,flete,seguro
2026-08-20,240059490004,interrapidisimo,impermeable,PARATEBUENO,81030,Devolucion ratificada,3421.00,3421
2026-08-20,2220956638,servientrega,impermeable,MEDELLIN,81066,ENTREGADO A REMITENTE,0,3894
2026-08-20,64532741898,coordinadora,impermeable,BELLO,80124,Entregada,20709.62,2824
2026-08-19,240059413687,interrapidisimo,impermeable,SANTIAGO DE TOLU,81030,Devolucion ratificada,3421.00,3421
2026-08-19,240059411366,interrapidisimo,impermeable,SAN ANDRES DE SOTAVENTO,81030,Devolucion ratificada,3421.00,3421
2026-08-19,2220956475,servientrega,impermeable,DOSQUEBRADAS,80941,Entregada,20770.65,2832
2026-08-19,2220956474,servientrega,impermeable,CARTAGENA DE INDIAS,80941,EN PROCESAMIENTO,20770.65,2832
2026-08-19,240059408673,interrapidisimo,impermeable,CARTAGENA DE INDIAS,81752,Devolucion ratificada,3111.00,3111
2026-08-19,2220956461,servientrega,impermeable,MEDELLIN,80941,Entregada,20770.65,2832
2026-08-19,2220956459,servientrega,impermeable,PEREIRA,80941,Entregada,20770.65,2832
2026-08-19,240059403819,interrapidisimo,impermeable,HISPANIA,141125,Devolucion ratificada,4646.00,4646
2026-08-18,2220956331,servientrega,impermeable,CARTAGENA DE INDIAS,80941,Entregada,20770.65,2832
2026-08-18,240059320729,interrapidisimo,impermeable,TUQUERRES,81030,Entregada,25028.91,3421
2026-08-18,2220956327,servientrega,impermeable,BOGOTA,74398,Entregada,14673.86,1991
2026-08-18,240059318962,interrapidisimo,impermeable,COVENAS,81752,Entregada,22792.79,3111
2026-08-18,2220956324,servientrega,impermeable,CAUCASIA,142200,ENTREGADO A REMITENTE,3804.00,3804
2026-08-18,240059316765,interrapidisimo,impermeable,TURBO,81030,Devolucion ratificada,3421.00,3421
2026-08-18,2220956321,servientrega,impermeable,BARRANCABERMEJA,80941,ENTREGADO A REMITENTE,2832.00,2832
2026-08-18,240059315345,interrapidisimo,impermeable,BOGOTA,72698,Entregada,12871.27,1742
2026-08-18,240059314811,interrapidisimo,impermeable,AGUAZUL,76561,Entregada,16684.47,2268
2026-08-18,240059307016,interrapidisimo,impermeable,PUERTO GAITAN,81030,Entregada,25028.91,3421
2026-08-18,2220956281,servientrega,impermeable,PEREIRA,80941,Entregada,20770.65,2832
2026-08-18,240059305131,interrapidisimo,impermeable,TOCANCIPA,76561,Entregada,16684.47,2268
2026-08-18,240059200654,interrapidisimo,impermeable,BOGOTA,72698,Entregada,12871.27,1742
2026-08-18,2220956123,servientrega,impermeable,PEREIRA,135725,Entregada,27608.21,3748
2026-08-18,240059200612,interrapidisimo,impermeable,GOMEZ PLATA,81030,Entregada,25028.91,3421
2026-08-18,240059200586,interrapidisimo,impermeable,ANSERMA,81030,Devolucion Regional,3421.00,3421
2026-08-18,240059200502,interrapidisimo,impermeable,ZIPAQUIRA,72698,Devolucion Regional,1742.00,1742
2026-08-18,2220956122,servientrega,impermeable,CALI,80941,Entregada,20770.65,2832
2026-08-18,240059200451,interrapidisimo,impermeable,MOCOA,80676,Entregada,22713.78,3101
2026-08-18,240059200381,interrapidisimo,impermeable,BELLO,80676,Entregada,22713.78,3101
2026-08-18,2220956121,servientrega,impermeable,SANTA ROSA DE CABAL,141845,EN PROCESAMIENTO,28014.16,3801
2026-08-18,2220956120,servientrega,impermeable,CALI,80941,EN PROCESAMIENTO,20770.65,2832
2026-08-18,240059200200,interrapidisimo,impermeable,LA UNION,81030,Entregada,25028.91,3421
2026-08-18,240059200189,interrapidisimo,impermeable,BOGOTA,72698,Entregada,12871.27,1742
2026-08-18,2220956119,servientrega,impermeable,MEDELLIN,139998,Entregada,27891.23,3785
2026-08-18,240059200106,interrapidisimo,impermeable,EL SANTUARIO,81030,Entregada,25028.91,3421
2026-08-18,240059200052,interrapidisimo,impermeable,BOGOTA,72698,Entregada,12871.27,1742
2026-08-18,2220956118,servientrega,impermeable,MEDELLIN,80941,Entregada,20770.65,2832
2026-08-18,240059199997,interrapidisimo,impermeable,RIONEGRO,80676,Entregada,22713.78,3101
2026-08-18,240059199838,interrapidisimo,impermeable,SAMACA,80676,Entregada,22713.78,3101
2026-08-18,240059199752,interrapidisimo,impermeable,SANTA MARTA,80676,Entregada,22713.78,3101
2026-08-18,2220956117,servientrega,impermeable,YARUMAL,80941,Entregada,20770.65,2832
2026-08-18,240059199564,interrapidisimo,impermeable,BOGOTA,72698,Entregada,12871.27,1742
2026-08-18,240059199547,interrapidisimo,impermeable,BOGOTA,72698,Devolucion ratificada,1742.00,1742
2026-08-18,240059199530,interrapidisimo,impermeable,VILLAVICENCIO,78713,Entregada,16843.48,2289
2026-08-18,240059199416,interrapidisimo,impermeable,LLORENTE,81030,Devolucion Regional,3421.00,3421
2026-08-18,2220956115,servientrega,impermeable,BARRANQUILLA,80941,EN PROCESAMIENTO,20770.65,2832
2026-08-18,240059199337,interrapidisimo,impermeable,SAN CARLOS DE GUAROA,81030,Entregada,25028.91,3421
2026-08-18,240059199286,interrapidisimo,impermeable,BUENAVISTA,81030,Entregada,25028.91,3421
2026-08-18,2220956114,servientrega,impermeable,MANIZALES,80941,Entregada,20770.65,2832
2026-08-18,240059199107,interrapidisimo,impermeable,SAN GIL,80124,Devolucion ratificada,3413.00,3413
2026-08-14,240059090182,interrapidisimo,impermeable,GUACHENE,81030,Entregada,25028.91,3421
2026-08-14,240059089230,interrapidisimo,impermeable,BOGOTA,72698,Devolucion ratificada,1742.00,1742
2026-08-14,2220955922,servientrega,impermeable,MEDELLIN,80941,Entregada,20770.65,2832
2026-08-14,2220955919,servientrega,impermeable,SOLEDAD,80941,Entregada,20770.65,2832
2026-08-13,240059015879,interrapidisimo,impermeable,BOGOTA,72698,Devolucion ratificada,1742.00,1742
2026-08-13,240059007257,interrapidisimo,impermeable,GOMEZ PLATA,81030,Recoleccion programada,25028.91,3421
2026-08-13,240059006798,interrapidisimo,impermeable,MONTERIA,81752,Entregada,22792.79,3111
2026-08-13,240059006364,interrapidisimo,impermeable,ALGECIRAS,81030,Entregada,25028.91,3421
2026-08-13,240058956074,interrapidisimo,impermeable,IPIALES,81752,Entregada,22792.79,3111
2026-08-13,240058956019,interrapidisimo,impermeable,SOACHA,72698,Entregada,12871.27,1742
2026-08-13,240058956007,interrapidisimo,impermeable,BOGOTA,72698,Entregada,12871.27,1742
2026-08-13,240058955988,interrapidisimo,impermeable,SANTA MARTA,81752,Devolucion ratificada,3111.00,3111
2026-08-12,240058948859,interrapidisimo,impermeable,FLORENCIA,81752,Entregada,22792.79,3111
2026-08-12,240058930437,interrapidisimo,impermeable,BUCARAMANGA,81752,Entregada,22792.79,3111
2026-08-12,240058930197,interrapidisimo,impermeable,CERETE,81752,Entregada,22792.79,3111
2026-08-12,240058929714,interrapidisimo,impermeable,REMEDIOS,81030,Entregada,25028.91,3421
2026-08-12,240058929377,interrapidisimo,impermeable,FLORENCIA,80676,Entregada,22713.78,3101
2026-08-12,240058929002,interrapidisimo,impermeable,PAIPA,76561,Entregada,16684.47,2268
2026-08-11,240058860362,interrapidisimo,impermeable,SANTA MARTA,82827,Entregada,22869.80,3121
2026-08-11,240058859184,interrapidisimo,impermeable,MALAGA,80000,Entregada,24953.08,3412
2026-08-11,240058858724,interrapidisimo,impermeable,BOGOTA,72698,Entregada,12871.27,1742
2026-08-11,240058805963,interrapidisimo,impermeable,TUNJA,76561,Entregada,16684.47,2268
2026-08-11,240058805943,interrapidisimo,impermeable,POPAYAN,82827,Entregada,22869.80,3121
2026-08-10,240058798948,interrapidisimo,impermeable,ZIPAQUIRA,72698,Entregada,12871.27,1742
2026-08-10,240058798601,interrapidisimo,impermeable,CARTAGENA DE INDIAS,155841,Devolucion ratificada,4880.00,4880
2026-08-10,240058794250,interrapidisimo,impermeable,INZA,80061,Entregada,24957.30,3412
